cut,knife,hand me the knife to cut,0.970222340061692 -0.15527008453585037 -0.1643529695448815 0.8885537415422359 -0.19059160205958547 
cut,knife,give me the knife to cut,0.9702188490568686 -0.08121748184620145 0.24118578758532197 0.7474474448152328 -0.23488108214722417 
cut,knife,give me the knife to cut,0.5696002555655231 0.03710893716709594 0.33760734266956444 0.9292455680528957 0.27123380736542657 
cut,knife,hand me the knife to cut,0.7980063215002371 0.1352028601462496 0.10902665525929761 0.9912408597899884 -0.038588155842491825 
cut,knife,give me the knife to cut,0.9791070636794931 -0.32546560410508446 -0.2624681274334726 0.8690351501469352 0.3585126614270071 
cut,knife,hand me the knife to cut,0.9955209337914326 0.12160657420527372 0.19180657920618968 0.8687459890878557 0.23243759985598267 
cut,spoon,hand me the spoon to cut,0.8962268557090343 -0.19602811943122658 -0.009609819619258756 0.9420452722760821 -0.18191097730169525 
cut,spoon,get me the spoon to cut,0.7841133620066854 -0.06943208334386465 0.32090332764494933 0.9773781121321694 -0.1422603133444219 
cut,spoon,give me the spoon to cut,0.9331136915151137 -0.12175752872725304 0.2009987205135106 0.8777128677878079 -0.1623218795770552 
cut,spoon,hand me the spoon to cut,0.9591720381518424 0.2179914403031706 -0.13918955854801304 0.9686375623451837 0.13826610282227386 
cut,spoon,give me the spoon to cut,0.9801243155819357 -0.0281433313449263 0.22884424117761298 0.7988085025433143 0.20362892433625626 
cut,spoon,give me the spoon to cut,0.8538317009917886 0.08302355464163094 0.2501807120878901 0.6675370847868196 0.038398004678318796 
cut,fork,hand me the fork to cut,0.5680630831039558 0.058322145217643985 0.2622627818040978 0.5094423594017097 0.2925909600345644 
cut,fork,hand me the fork to cut,0.8786204926909899 0.26940570610816167 -0.008256900981938204 0.9013604307306842 0.2756024004695402 
cut,fork,give me the fork to cut,0.7279051611856469 0.05227943578699987 -0.03551112234720006 0.791175737513176 -0.24568590250648928 
cut,fork,give me the fork to cut,0.6686445971405374 0.10258573621855482 0.0353170580599447 0.9904856124392376 0.3738010814512707 
cut,fork,give me the fork to cut,0.7121518919532162 -0.3810346900561608 0.19512355824767003 0.6429314844584548 0.15169408395130152 
cut,fork,hand me the fork to cut,0.7731487297118406 -0.11245986614411775 0.3878690241622889 0.9649194590040001 -0.08737065936482073 
cut,scissors,hand me the scissors to cut,0.9816494081872642 0.1910461563025687 0.18340220571522461 0.01630643487316021 0.29262523091101456 
cut,scissors,give me the scissors to cut,0.6082128165673435 -0.101964455293532 0.2721210089352092 -0.3217114848141388 -0.0856514782396749 
cut,scissors,give me the scissors to cut,0.39933001863697615 -0.32540534672063265 -0.7639573289444221 0.1427120853667886 0.003013587027835486 
cut,scissors,give me the scissors to cut,0.9897234945474523 0.08711832663048898 0.4718152256390742 -0.6996965897912059 -0.04417415719187652 
cut,scissors,hand me the scissors to cut,0.712263435433582 0.25214831914422187 -0.16774545396728097 0.5021435669912458 -0.007701048082173413 
cut,scissors,hand me the scissors to cut,0.9267318187652726 -0.1551144126407935 0.19049650718580605 -0.04977235773580783 0.10135354363966459 
pour,pot,give me the pot to pour,-0.04435031321760448 0.9478065203073026 -0.021833914118014178 -0.13848153279347766 -0.2365016187082431 
pour,pot,give me the pot to pour,-0.13895034708984694 0.6035231797292164 0.15634790206313848 0.028169593990088098 0.05887912474514053 
pour,pot,hand me the pot to pour,-0.5077274278719374 0.8342264154906958 -0.13034345598544736 -0.6005411934412077 -0.21916768694695973 
pour,pot,give me the pot to pour,0.6235431739438 0.9711053273067832 -0.046504334044536855 -0.05017944042105694 0.009328362884546047 
pour,pot,give me the pot to pour,0.3519035076503265 0.8985776770092173 -0.3764925244511656 0.13197112945092443 0.33147488141558173 
pour,pot,give me the pot to pour,0.5764612290578766 0.8099498395470521 -0.23277845309835696 0.11888824083464573 0.09890110017202057 
pour,pan,get me the pan to pour,-0.3835767934102175 0.6735143101084906 0.24230291743355914 -0.03898093318340506 0.02094916499888814 
pour,pan,hand me the pan to pour,-0.1298168141534326 0.9908244870125746 0.08942293797423247 -0.010804689275847506 0.25202772435432214 
pour,pan,get me the pan to pour,-0.3552312618012451 0.5013079016993822 0.3801565219928615 -0.07298677263668886 0.12275066394719299 
pour,pan,hand me the pan to pour,0.2627633900100495 0.7993656013415229 0.4169197271952222 0.09801046690273314 0.1220175294952036 
pour,pan,give me the pan to pour,-0.03861131202849537 0.9023017052069178 -0.07981903238652543 0.028409943603479006 0.06830109026528607 
pour,pan,hand me the pan to pour,0.18571416598323498 0.8112556370479815 0.0020554728576160433 0.16917577141863202 -0.2812509500093914 
pour,cup,hand me the cup to pour,-0.09205851818248348 0.9712796732641259 0.8718344350098424 -0.401572398221804 -0.08988780499076472 
pour,cup,get me the cup to pour,-0.32556040355911814 0.77393252195045 0.8381036405993698 -0.06397000163174577 0.11642349352712109 
pour,cup,get me the cup to pour,0.10556575768477827 0.7953542103708225 0.9708696301341518 0.16568157881084702 0.2788291722653958 
pour,cup,give me the cup to pour,-0.05736874742262506 0.6888075456067446 0.9841955588583784 0.08230264609950846 -0.19935146540223514 
pour,cup,hand me the cup to pour,0.2080263557459475 0.932683329984977 0.8686278290053078 0.25927135570510945 -0.4439775777094727 
pour,cup,get me the cup to pour,0.113934485811934 0.97492595045193 0.9893193269882068 -0.07937357627951651 -0.050448111408218095 
pour,mug,give me the mug to pour,0.2704128061515403 0.8853815008037706 -0.16076852729755742 0.23418886200088443 -0.09601190099563459 
pour,mug,get me the mug to pour,0.008617372734782218 0.6993253232704253 0.018430012871743673 -0.03046958223208167 -0.45838423044612675 
pour,mug,get me the mug to pour,-0.5025153084194136 0.9073675182947055 0.27665852563941945 -0.3450887046441027 -0.13176919981635737 
pour,mug,give me the mug to pour,-0.20991267507704553 0.8652638230222587 -0.0788501206543341 0.2520219127453197 0.13852377537295468 
pour,mug,give me the mug to pour,-0.1656348205491909 0.7590885496107571 -0.2911420666876805 -0.0312888365442447 -0.4026906159223162 
pour,mug,get me the mug to pour,-0.04717658120090601 0.7830832444992111 -0.4394082718923203 -0.11807737033006202 0.3541161797068468 
pour,bowl,give me the bowl to pour,-0.35885952975886265 0.9708007337753712 0.7989326261810007 -0.4185538174460683 -0.22915834953788378 
pour,bowl,give me the bowl to pour,0.2527275840680197 0.6347217032000594 -0.2914717522839296 -0.24381146566860826 0.06176205104797207 
pour,bowl,hand me the bowl to pour,0.23008585323625866 0.9904465658893922 0.3842024208961 0.22222179042501816 -0.10439568572151978 
pour,bowl,hand me the bowl to pour,-0.3464977671833498 0.8007024567961842 0.42928697627212725 -0.050209721650685 0.46893752643445286 
pour,bowl,hand me the bowl to pour,-0.266126978671442 0.9753353128466015 -0.5211437014937899 -0.08639008428744384 -0.19905066167029548 
pour,bowl,hand me the bowl to pour,0.18357896308549976 0.9482982206808587 -0.4029025781878813 0.023669237265993397 -0.19804702511753766 
pour,glass,hand me the glass to pour,-0.019876864517837076 0.7954677613610754 0.983243907244279 0.21023036775938958 0.01973108008787562 
pour,glass,give me the glass to pour,0.14167606164102892 0.5441217574672128 0.9491633166297552 0.10986494111714942 0.2600220249495108 
pour,glass,hand me the glass to pour,0.1295685612480666 0.8987745082602377 0.9359922448839642 0.22040845623261762 -0.15370222187031407 
pour,glass,get me the glass to pour,-0.01461602150846612 0.5762332679171791 0.7111739228728333 -0.060102247976030095 -0.3201477728298489 
pour,glass,give me the glass to pour,-0.357967373981142 0.8100811725900652 0.6705477694538426 -0.35777750287806326 0.006378368006115029 
pour,glass,give me the glass to pour,0.4792967705716686 0.7080275919694454 0.6994903269659786 0.06962525979144059 -0.3282256911002653 
pour,can,give me the can to pour,-0.2245260668125998 0.7141199483661878 0.6987256827369972 0.32495717913665656 0.011514769669635563 
pour,can,give me the can to pour,0.15634923869495604 0.5622740291993807 0.5668405906797458 -0.33921521232794016 0.1376846477327283 
pour,can,give me the can to pour,0.06759051793979791 0.895363910653395 0.7769356286368395 0.24169247103395552 -0.1706133376937405 
pour,can,get me the can to pour,-0.2768124604488042 0.691945381130453 0.613115474344108 -0.19819938068323 -0.3192743548460803 
pour,can,give me the can to pour,-0.12270244811544291 0.955706926052721 0.7979547230497203 0.08269348388722711 0.0916667767581671 
pour,can,give me the can to pour,-0.015412872363430008 0.8953657702551693 0.9486432437579768 0.22926167647837087 0.08934810775596327 
pour,bottle,get me the bottle to pour,0.09352064844053545 0.8076881715264486 0.757584501795941 0.040667864437825954 0.05300427342778083 
pour,bottle,hand me the bottle to pour,-0.050547829959299524 0.7507616388521019 0.9011377763161187 -0.15364385105087003 -0.14234879097309336 
pour,bottle,give me the bottle to pour,-0.08916826098239508 0.8124692219538888 0.8136102152561878 0.21853899956238937 -0.2743703443760433 
pour,bottle,give me the bottle to pour,-0.2990519250897267 0.6915054449376961 0.5771789842689754 0.1533634380192239 -0.1029398443462806 
pour,bottle,hand me the bottle to pour,-0.07709607653238913 0.7391588548623431 0.3732161427783881 -0.345515173399173 -0.2805967883822291 
pour,bottle,get me the bottle to pour,-0.2783783180930375 0.9772446156092696 0.6779066772723931 -0.1361075209869139 0.13363300297934566 
roll,rolling pin,get me the rolling pin to roll,0.07771074915752874 0.9216226049582608 -0.06511475679736593 -0.0350770242337441 0.12539545735309512 
roll,rolling pin,get me the rolling pin to roll,0.020177653733949932 0.8627780223332533 0.31852549018226495 0.007264781109578358 -0.2694772299130845 
roll,rolling pin,get me the rolling pin to roll,0.08733942216239601 0.7865846024346766 -0.27941635785010277 0.22797200355899117 0.15962548611633126 
roll,rolling pin,get me the rolling pin to roll,-0.14608804782743073 0.5405290277478556 -0.3617980043676422 0.5813949015584953 -0.11547959432532712 
roll,rolling pin,hand me the rolling pin to roll,0.19948670284903328 0.7309987356688731 -0.38938360101358266 -0.27436629546581204 0.21861155329972293 
roll,rolling pin,hand me the rolling pin to roll,-0.31800896519287625 0.8647733059923082 0.09096161658370969 0.003935345085953875 0.1108056360635882 
roll,bottle,get me the bottle to roll,0.09352064844053545 0.8076881715264486 0.757584501795941 0.040667864437825954 0.05300427342778083 
roll,bottle,give me the bottle to roll,-0.050547829959299524 0.7507616388521019 0.9011377763161187 -0.15364385105087003 -0.14234879097309336 
roll,bottle,give me the bottle to roll,-0.08916826098239508 0.8124692219538888 0.8136102152561878 0.21853899956238937 -0.2743703443760433 
roll,bottle,get me the bottle to roll,-0.2990519250897267 0.6915054449376961 0.5771789842689754 0.1533634380192239 -0.1029398443462806 
roll,bottle,give me the bottle to roll,-0.07709607653238913 0.7391588548623431 0.3732161427783881 -0.345515173399173 -0.2805967883822291 
roll,bottle,give me the bottle to roll,-0.2783783180930375 0.9772446156092696 0.6779066772723931 -0.1361075209869139 0.13363300297934566 
roll,cup,get me the cup to roll,-0.09205851818248348 0.9712796732641259 0.8718344350098424 -0.401572398221804 -0.08988780499076472 
roll,cup,get me the cup to roll,-0.32556040355911814 0.77393252195045 0.8381036405993698 -0.06397000163174577 0.11642349352712109 
roll,cup,hand me the cup to roll,0.10556575768477827 0.7953542103708225 0.9708696301341518 0.16568157881084702 0.2788291722653958 
roll,cup,hand me the cup to roll,-0.05736874742262506 0.6888075456067446 0.9841955588583784 0.08230264609950846 -0.19935146540223514 
roll,cup,give me the cup to roll,0.2080263557459475 0.932683329984977 0.8686278290053078 0.25927135570510945 -0.4439775777094727 
roll,cup,hand me the cup to roll,0.113934485811934 0.97492595045193 0.9893193269882068 -0.07937357627951651 -0.050448111408218095 
roll,can,give me the can to roll,-0.2245260668125998 0.7141199483661878 0.6987256827369972 0.32495717913665656 0.011514769669635563 
roll,can,get me the can to roll,0.15634923869495604 0.5622740291993807 0.5668405906797458 -0.33921521232794016 0.1376846477327283 
roll,can,hand me the can to roll,0.06759051793979791 0.895363910653395 0.7769356286368395 0.24169247103395552 -0.1706133376937405 
roll,can,get me the can to roll,-0.2768124604488042 0.691945381130453 0.613115474344108 -0.19819938068323 -0.3192743548460803 
roll,can,hand me the can to roll,-0.12270244811544291 0.955706926052721 0.7979547230497203 0.08269348388722711 0.0916667767581671 
roll,can,give me the can to roll,-0.015412872363430008 0.8953657702551693 0.9486432437579768 0.22926167647837087 0.08934810775596327 
stir,spoon,give me the spoon to stir,0.8962268557090343 -0.19602811943122658 -0.009609819619258756 0.9420452722760821 -0.18191097730169525 
stir,spoon,hand me the spoon to stir,0.7841133620066854 -0.06943208334386465 0.32090332764494933 0.9773781121321694 -0.1422603133444219 
stir,spoon,get me the spoon to stir,0.9331136915151137 -0.12175752872725304 0.2009987205135106 0.8777128677878079 -0.1623218795770552 
stir,spoon,give me the spoon to stir,0.9591720381518424 0.2179914403031706 -0.13918955854801304 0.9686375623451837 0.13826610282227386 
stir,spoon,get me the spoon to stir,0.9801243155819357 -0.0281433313449263 0.22884424117761298 0.7988085025433143 0.20362892433625626 
stir,spoon,get me the spoon to stir,0.8538317009917886 0.08302355464163094 0.2501807120878901 0.6675370847868196 0.038398004678318796 
stir,fork,give me the fork to stir,0.5680630831039558 0.058322145217643985 0.2622627818040978 0.5094423594017097 0.2925909600345644 
stir,fork,give me the fork to stir,0.8786204926909899 0.26940570610816167 -0.008256900981938204 0.9013604307306842 0.2756024004695402 
stir,fork,get me the fork to stir,0.7279051611856469 0.05227943578699987 -0.03551112234720006 0.791175737513176 -0.24568590250648928 
stir,fork,hand me the fork to stir,0.6686445971405374 0.10258573621855482 0.0353170580599447 0.9904856124392376 0.3738010814512707 
stir,fork,give me the fork to stir,0.7121518919532162 -0.3810346900561608 0.19512355824767003 0.6429314844584548 0.15169408395130152 
stir,fork,get me the fork to stir,0.7731487297118406 -0.11245986614411775 0.3878690241622889 0.9649194590040001 -0.08737065936482073 
stir,chopsticks,hand me the chopsticks to stir,-0.41590925990174366 -0.27046340123062645 -0.13286776546303838 0.9902216889823964 0.32084533924570563 
stir,chopsticks,hand me the chopsticks to stir,-0.16850452951701453 0.31230466247067223 -0.14819022309282034 0.5981118137831423 0.12050179926800066 
stir,chopsticks,hand me the chopsticks to stir,0.5284446787041646 -0.19320337657866857 0.3778742607200873 0.8578762320195127 0.19062746148535656 
stir,chopsticks,hand me the chopsticks to stir,-0.1364432741716881 0.19844601431480102 0.02877899341159516 0.6988476194707556 -0.19762713394624656 
stir,chopsticks,get me the chopsticks to stir,-0.29907419508323574 -0.1760685257763196 -0.33167084628849497 0.28735097376014673 -0.3228532832472719 
stir,chopsticks,get me the chopsticks to stir,-0.6334781729966442 -0.17326569192496027 -0.17058919658189964 0.8755591975460153 0.35714630987446544 
stir,whisk,get me the whisk to stir,-0.09063261281164112 0.06987968156988078 0.20564790158338297 0.8212355546683833 -0.14962988972720656 
stir,whisk,hand me the whisk to stir,-0.04036497257268721 0.10157768217329005 -0.18166953305415823 0.8279035258253691 0.1663095990798716 
stir,whisk,get me the whisk to stir,-0.19040988594400646 -0.34343500620471284 -0.35618401426035345 0.73619776326972 0.5555277761707417 
stir,whisk,hand me the whisk to stir,-0.45093851142315705 0.3894475711446636 0.6158564259253752 0.6174451469106463 -0.013631564441450958 
stir,whisk,get me the whisk to stir,0.20388261758594556 0.004530303104965664 0.13016396370389052 0.8275818533569088 -0.515400136571608 
stir,whisk,get me the whisk to stir,-0.15898845570040135 -0.03773316246616761 -0.018228841173086246 0.920615361614335 0.19877870622650307 
hold,plate,give me the plate to hold,-0.09832185299376285 -0.08881533464575689 -0.08623425536890882 -0.21593667990949703 0.9824416104898249 
hold,plate,hand me the plate to hold,-0.23184554328920387 -0.11529300576670513 0.35795417585632006 0.10249934839553008 0.6396376783372639 
hold,plate,hand me the plate to hold,-0.2950907656292641 0.12188671769292686 0.23811698553683405 -0.11222348398861312 0.8770160342138548 
hold,plate,give me the plate to hold,-0.04847964828266326 -0.024967804581651223 0.09805289311133492 -0.07564315924390103 0.835455879009419 
hold,plate,give me the plate to hold,0.14106401650637074 0.21581606707925427 -0.0024369586946285625 0.04027013319318539 0.9719342374461123 
hold,plate,hand me the plate to hold,0.2616556895504494 -0.2070168936002033 0.19481619756593405 -0.10305444728757811 0.9995990818153544 
hold,tray,get me the tray to hold,0.23806908310327496 0.06115738738473171 0.12144088758513842 0.0811401182737204 0.8676907710263433 
hold,tray,hand me the tray to hold,-0.45771443140266777 0.36202634454344645 -0.27749742921025555 -0.23267192780676857 0.9789477189053107 
hold,tray,get me the tray to hold,-0.05981897594500745 0.2816888150755105 -0.10369715969166968 -0.2263784651014411 0.5412414359132189 
hold,tray,hand me the tray to hold,0.027518520528864235 -0.21732255446297355 -0.3849428825828623 -0.1597094003091037 0.8281859493766677 
hold,tray,give me the tray to hold,0.16753334864365563 -0.22946714717104247 0.0043659063059411415 0.3585948458664793 0.9277379359876008 
hold,tray,hand me the tray to hold,0.09100189333828286 -0.15440563876964128 0.1339139255192412 0.5158913557335609 0.7307639142150979 
hold,board,give me the board to hold,-0.06259016251787787 -0.06758608917008375 0.09616139431649412 0.18320475066969397 0.9557663056274607 
hold,board,get me the board to hold,-0.0761478382751042 0.09270535238363567 0.08529828949959085 0.19732425260578645 0.8900839248867897 
hold,board,hand me the board to hold,-0.33125560545706195 -0.11800600647677462 0.021297064599918376 0.10984292123723252 0.9188741508049122 
hold,board,get me the board to hold,-0.1326656578449122 -0.1954282167102302 -0.0474467288091095 0.31289681662458513 0.6182645124407666 
hold,board,hand me the board to hold,0.08432797800791877 0.5496707985668724 0.24835276317024735 -0.3332042244806319 0.8339694876763979 
hold,board,give me the board to hold,0.19854970819035936 0.08397377314969141 0.43647259313746445 -0.30761753099060773 0.7289749438361728 
